rel_type,source_id,source_type,target_id,target_type
POSTED,CMP-3-DEPT-HR,Department,JOB-8ae8905b-54b4-4482-a858-6eba6a34c854,JobPosting
POSTED,CMP-3-DEPT-HR,Department,JOB-db52ca58-0500-4bc6-b20d-cb6ef2311f17,JobPosting
POSTED,CMP-3-DEPT-Engineering,Department,JOB-7c5308bf-6f92-425e-85df-16b6382c043f,JobPosting
POSTED,CMP-3-DEPT-Engineering,Department,JOB-06e745f9-88bc-439c-9f4c-3b79fb10987f,JobPosting
POSTED,CMP-3-DEPT-Engineering,Department,JOB-610cf373-4299-4aa4-8cdf-742b2e85cb21,JobPosting
POSTED,CMP-3-DEPT-Engineering,Department,JOB-6bebac31-d4f8-4d72-b382-1cfdc083b73a,JobPosting
POSTED,CMP-3-DEPT-Marketing,Department,JOB-3f4df561-f319-4125-87f1-94f9c1156d6d,JobPosting
POSTED,CMP-3-DEPT-Sales,Department,JOB-9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,JobPosting
POSTED,CMP-3-DEPT-Sales,Department,JOB-f54ad0a2-e874-46d7-ad66-a1bd93676a02,JobPosting
POSTED,CMP-3-DEPT-Sales,Department,JOB-d9acd158-4d34-45c5-85c1-4eb4b27b3d90,JobPosting
POSTED,CMP-3-DEPT-Finance,Department,JOB-6efb63b1-1b04-4863-bd7d-dbedd284476c,JobPosting
POSTED,CMP-3-DEPT-Finance,Department,JOB-c64ee6e3-89c5-431a-ab6c-1016cee624d0,JobPosting
POSTED,CMP-3-DEPT-Finance,Department,JOB-4767d76c-162f-4a24-af43-613cd4aac9a3,JobPosting
POSTED,CMP-3-DEPT-Finance,Department,JOB-533420e6-d9d8-4b8d-be8a-dee70758e201,JobPosting
POSTED,CMP-4-DEPT-Design,Department,JOB-3e493f43-b118-468d-a786-d50638ba8abc,JobPosting
POSTED,CMP-4-DEPT-Design,Department,JOB-54aebd1b-8ce6-424d-bef5-9fe6ff233d5f,JobPosting
POSTED,CMP-4-DEPT-Design,Department,JOB-1e9b23bc-50c7-4006-b14d-3441b8a6171f,JobPosting
POSTED,CMP-4-DEPT-Finance,Department,JOB-88bd13d1-b540-430e-839f-3a254d6168bd,JobPosting
POSTED,CMP-4-DEPT-Finance,Department,JOB-de53790a-a34b-4cf6-a053-da42f1afdb65,JobPosting
POSTED,CMP-4-DEPT-HR,Department,JOB-7de31a51-6694-4343-90ba-58e3d2762bdc,JobPosting
POSTED,CMP-4-DEPT-Product,Department,JOB-39c6a1ca-9e50-4a42-8a6d-fda1989bc4da,JobPosting
POSTED,CMP-4-DEPT-Product,Department,JOB-9c10c572-0f6b-40d0-9efb-a58b9191b363,JobPosting
POSTED,CMP-4-DEPT-Product,Department,JOB-2812859a-1337-439e-8d4f-5d272c7f0b79,JobPosting
POSTED,CMP-4-DEPT-Product,Department,JOB-48603b32-b4fb-4eb9-89c1-3de73b4206c5,JobPosting
POSTED,CMP-4-DEPT-Product,Department,JOB-a5cb63a2-398d-4ca6-8b68-70b51d61fac3,JobPosting
POSTED,CMP-4-DEPT-Engineering,Department,JOB-7010f719-7e69-4d0d-8a3c-3b5e801ef1da,JobPosting
POSTED,CMP-4-DEPT-Engineering,Department,JOB-ac9ed156-f63f-4e41-ba9a-ca5e176132ed,JobPosting
POSTED,CMP-4-DEPT-Engineering,Department,JOB-7135f221-a6c9-437f-84da-d06a7872bdeb,JobPosting
POSTED,CMP-4-DEPT-Marketing,Department,JOB-668409e3-f1f8-443e-a99f-131849c8a43f,JobPosting
POSTED,CMP-4-DEPT-Marketing,Department,JOB-6778043b-c5c5-437a-b85e-06a11dad09b2,JobPosting
POSTED,CMP-4-DEPT-Marketing,Department,JOB-7f9d3e64-c1a6-423b-9f64-eeed5c9d927d,JobPosting
POSTED,CMP-4-DEPT-Marketing,Department,JOB-7c16128d-b2c0-4394-a17f-29e170286046,JobPosting
POSTED,CMP-5-DEPT-Product,Department,JOB-25074181-8d1f-4540-b4ef-f5453e652603,JobPosting
POSTED,CMP-5-DEPT-Product,Department,JOB-44656d6b-81fb-48b3-89a7-d91fef2ae713,JobPosting
POSTED,CMP-5-DEPT-Product,Department,JOB-585a0afa-7bfd-4c12-89e0-6ab37250ee18,JobPosting
POSTED,CMP-5-DEPT-Product,Department,JOB-3bcabf85-620a-40ac-9261-549d3d225c30,JobPosting
POSTED,CMP-5-DEPT-Design,Department,JOB-74f93d17-e912-44bf-86a4-bae41986b4b2,JobPosting
POSTED,CMP-5-DEPT-Design,Department,JOB-65c17795-b155-46bc-9f8d-ed9756abf2f1,JobPosting
POSTED,CMP-5-DEPT-Design,Department,JOB-7cea2045-c268-483e-a32f-2e63b7fddd71,JobPosting
POSTED,CMP-5-DEPT-Design,Department,JOB-1933918c-fa74-4761-af18-c1081723199d,JobPosting
POSTED,CMP-5-DEPT-Marketing,Department,JOB-cae28e66-ae8a-4813-90e0-a95b697c3923,JobPosting
POSTED,CMP-5-DEPT-Marketing,Department,JOB-e9af299d-7f67-4eec-bda7-0577aee1e86b,JobPosting
POSTED,CMP-5-DEPT-Marketing,Department,JOB-cdfc6ee0-e61e-4e90-8267-deb3aab612c9,JobPosting
POSTED,CMP-5-DEPT-Marketing,Department,JOB-6c9f82b9-f647-4986-a391-7c994c955f6a,JobPosting
POSTED,CMP-5-DEPT-Marketing,Department,JOB-5be4bf51-9269-4698-a1a1-17293cb98350,JobPosting
POSTED,CMP-5-DEPT-HR,Department,JOB-9b689c88-3ae9-49fe-8c82-18dac696f5e6,JobPosting
POSTED,CMP-5-DEPT-HR,Department,JOB-a5769411-a0a1-4839-a745-770418dfbc3c,JobPosting
POSTED,CMP-5-DEPT-HR,Department,JOB-4b8c5bdc-e8dd-4e5a-9712-fb1621a4344f,JobPosting
POSTED,CMP-5-DEPT-Sales,Department,JOB-f6802cdb-77e4-40c7-9d7b-c313cde22f1c,JobPosting
POSTED,CMP-5-DEPT-Sales,Department,JOB-43b38eb4-0390-4c5d-a502-d6a2ca6a2224,JobPosting
POSTED,CMP-5-DEPT-Sales,Department,JOB-acc216a0-1bbc-41f7-9f18-e583f0b6f83f,JobPosting
POSTED,CMP-6-DEPT-Sales,Department,JOB-18e19331-1dba-4267-be1c-a5a1fef518a6,JobPosting
POSTED,CMP-6-DEPT-Sales,Department,JOB-f22b5b98-b24c-464f-be3e-6e57f30a9e32,JobPosting
POSTED,CMP-6-DEPT-Sales,Department,JOB-479d0cda-f396-4a37-b065-c817687a4850,JobPosting
POSTED,CMP-6-DEPT-Engineering,Department,JOB-30974b2b-46a0-4a9b-a5ec-7acd0f8035f5,JobPosting
POSTED,CMP-6-DEPT-Engineering,Department,JOB-fd235def-3e5a-47e3-9560-db22c96b5edb,JobPosting
POSTED,CMP-6-DEPT-Engineering,Department,JOB-3ba5cd2f-dea4-4c19-9024-3d723748967f,JobPosting
POSTED,CMP-6-DEPT-Design,Department,JOB-96bf10ab-3ce9-45e7-89d6-a63bca3c6f5f,JobPosting
POSTED,CMP-6-DEPT-Design,Department,JOB-bee3eb79-1d18-4ee9-86ad-8a8c6bc4123e,JobPosting
POSTED,CMP-6-DEPT-Design,Department,JOB-9d77a45e-f206-4269-b8b7-7c0780fb9296,JobPosting
POSTED,CMP-7-DEPT-Sales,Department,JOB-6182f347-533f-4a72-b64f-a54a8c611654,JobPosting
POSTED,CMP-7-DEPT-Sales,Department,JOB-da509fed-1d4a-4d81-b3a7-d0e0cb08587d,JobPosting
POSTED,CMP-7-DEPT-Sales,Department,JOB-66132e69-7418-4109-93d1-bf0f56c438e4,JobPosting
POSTED,CMP-7-DEPT-Sales,Department,JOB-ec48bf55-afd3-40c4-a713-582cf41ea3ac,JobPosting
POSTED,CMP-7-DEPT-Sales,Department,JOB-cfd01cbd-5f65-48ce-bd21-bc11be9d61ee,JobPosting
POSTED,CMP-7-DEPT-Marketing,Department,JOB-0d2b91ef-b897-4ec5-aa74-bb18de3b496f,JobPosting
POSTED,CMP-7-DEPT-Marketing,Department,JOB-d8e7012f-3968-4c81-bb70-c3b8a81fdec3,JobPosting
POSTED,CMP-7-DEPT-Marketing,Department,JOB-c4767556-f97b-42dd-8f9b-72aed85c16bd,JobPosting
POSTED,CMP-7-DEPT-Marketing,Department,JOB-4f199ec0-c32d-4526-b3e4-110a45f50c52,JobPosting
POSTED,CMP-7-DEPT-Product,Department,JOB-604e46cb-3712-42d1-87cd-b6a1bf012e32,JobPosting
POSTED,CMP-8-DEPT-Marketing,Department,JOB-45ee432d-6a07-4213-b129-cec79b69554d,JobPosting
POSTED,CMP-8-DEPT-Marketing,Department,JOB-7c93f6cc-97d7-4560-adb1-4670ad9fb00d,JobPosting
POSTED,CMP-8-DEPT-Marketing,Department,JOB-36136e15-f200-4261-8d29-d1ab345512f7,JobPosting
POSTED,CMP-8-DEPT-Marketing,Department,JOB-2112507c-2cfa-45b0-ae3f-683abf3c5140,JobPosting
POSTED,CMP-8-DEPT-HR,Department,JOB-67884209-92ca-425a-ade5-93329364f3d0,JobPosting
POSTED,CMP-8-DEPT-HR,Department,JOB-9e3d750d-f296-49f0-8d23-72c22bffe17b,JobPosting
POSTED,CMP-8-DEPT-HR,Department,JOB-1422373f-8622-48d1-a683-e10796c044d0,JobPosting
POSTED,CMP-8-DEPT-Design,Department,JOB-4187222b-257d-4e52-9a51-65ca3c7c1d85,JobPosting
POSTED,CMP-8-DEPT-Design,Department,JOB-9458054e-c287-4f06-9050-f7efc1235c91,JobPosting
POSTED,CMP-9-DEPT-HR,Department,JOB-626d719d-81cf-4252-9815-9d6c9d713084,JobPosting
POSTED,CMP-9-DEPT-Engineering,Department,JOB-0a0537f0-2c2c-422b-a568-95c6812a1f9b,JobPosting
POSTED,CMP-9-DEPT-Design,Department,JOB-55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,JobPosting
POSTED,CMP-9-DEPT-Marketing,Department,JOB-b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8,JobPosting
POSTED,CMP-9-DEPT-Marketing,Department,JOB-54170a17-caaa-4bbe-a4bb-f962606e0e1c,JobPosting
POSTED,CMP-9-DEPT-Marketing,Department,JOB-f37fd50d-2e25-45ee-8f11-d8dc5cd33369,JobPosting
POSTED,CMP-9-DEPT-Sales,Department,JOB-bd17c5e8-d5ca-49ab-8a2e-6a93c5580bb2,JobPosting
POSTED,CMP-9-DEPT-Sales,Department,JOB-b15e54f6-d4d3-4795-ae4b-ebc429890880,JobPosting
POSTED,CMP-9-DEPT-Sales,Department,JOB-71b701aa-f836-4571-bcce-c76cb836c448,JobPosting
POSTED,CMP-9-DEPT-Sales,Department,JOB-78116802-c8cc-4cfe-8f01-f944f7315749,JobPosting
POSTED,CMP-9-DEPT-Sales,Department,JOB-297ca4ff-f75d-499f-ab2d-5b0987079ad4,JobPosting
POSTED,CMP-9-DEPT-Product,Department,JOB-d4bf7a4b-25b8-442f-836b-15c7e7c225da,JobPosting
POSTED,CMP-9-DEPT-Product,Department,JOB-5fbbf0b1-8083-49c8-a57e-01c90da23e5c,JobPosting
POSTED,CMP-9-DEPT-Product,Department,JOB-b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,JobPosting
POSTED,CMP-9-DEPT-Product,Department,JOB-c24369e7-2387-4af6-94c3-a832b231c60b,JobPosting
